Time:,Body1,x,y,phi(r),phi(d),dx/dt,dy/dt,dphi/dt(r),dphi/dt(d),d2x/dt2,d2y/dt2,d2phi/dt2(r),d2phi/dt2(d),Point1,x,y,dx/dt,dy/dt,Point2,x,y,dx/dt,dy/dt,Lam1,x,y,Kin1,-,Pot1,-,TotKin,TotPot,Total,,
Time:,Link002,-,-,-,-,-,-,-,-,-,-,-,-,Link001-{PointO},-,-,-,-,Link001-{PointA},-,-,-,-,Link002,-,-,Link002,-,Link002,-,,,,,
0,0,0.01,L,5.00E-01,-3.66E-04,0.00073253,0.041970885,-5.37E-05,-7.33E-02,0.146535117,8.395843733,-0.01610334,-7.32674443,14.65350852,839.5841931,L,0.00E+00,-2.95E-16,-2.12E-16,-2.54E-14,L,1.00E+00,-7.33E-04,-1.07E-04,-1.47E-01,L,-0.000859383,-2002.197701,L,0.002897599,L,-0.002897024,0.002897599,-0.002897024,5.75E-07
6,-,0.48345873,-0.12754473,0.257940228,14.77888642,-0.34873439,-1.32187886,2.73421242,156.658832,-5.42144535,-5.89648564,14.16873697,811.8088291,-,1.04E-12,2.39E-14,2.47E-12,-9.98E-13,-,0.96691746,-0.25508946,-0.69746878,-2.64375771,-,3954.657675,-2933.613243,-,0.008833243,-,-1.008832668,1.008833243,-1.008832668,5.75E-07,,
6.01,-,0.47969156,-0.14105322,0.285989018,16.38596372,-0.40557901,-1.37928671,2.875361649,164.7460871,-5.94892112,-5.57747701,14.0583324,805.4831134,-,1.02E-12,1.72E-14,1.60E-12,-8.61E-13,-,0.95938311,-0.28210644,-0.81115803,-2.75857341,-,4371.220229,-3155.400824,-,0.115680476,-,-1.115679901,1.115680476,-1.115679901,5.75E-07,,
6.02,-,0.47532944,-0.15511906,0.315443496,18.073581,-0.46773374,-1.43327082,3.01532095,172.7651643,-6.4826563,-5.21120552,13.93049178,798.1583854,-,7.57E-13,-1.10E-13,-1.46E-12,9.34E-13,-,0.95065888,-0.31023812,-0.93546749,-2.86654165,-,4796.515073,-3412.612117,-,0.226936175,-,-1.2269356,1.226936175,-1.2269356,5.75E-07,,
6.03,-,0.47031905,-0.1697056,0.346290865,19.84100505,-0.53523587,-1.48334309,3.153908155,180.7056263,-7.01749081,-4.79462942,13.78365214,789.7450941,-,7.35E-13,-1.49E-13,-5.55E-13,2.58E-13,-,0.9406381,-0.3394112,-1.07047174,-2.96668618,-,5226.856768,-3707.930663,-,0.342310432,-,-1.342309857,1.342310432,-1.342309857,5.75E-07,,
6.04,-,0.46460695,-0.18477116,0.378516428,21.68739379,-0.60806811,-1.52898683,3.290925441,188.5561385,-7.54767151,-4.32509639,13.61624746,780.1535123,-,1.20E-12,-2.48E-14,2.98E-12,-3.45E-12,-,0.9292139,-0.36954232,-1.21613622,-3.05797367,-,5658.08484,-4043.808966,-,0.461473576,-,-1.461473,1.461473576,-1.461473,5.75E-07,,
6.05,-,0.45814017,-0.20026877,0.412103431,23.61178733,-0.68615273,-1.56966125,3.426159377,196.3044722,-8.06686345,-3.80045372,13.42672548,769.2947024,-,9.22E-13,-3.93E-14,2.43E-14,6.59E-14,-,0.91628035,-0.40053755,-1.37230547,-3.1393225,-,6085.560628,-4422.385557,-,0.584054079,-,-1.584053504,1.584054079,-1.584053504,5.75E-07,,
6.06,-,0.45086686,-0.21614596,0.44703291,25.61309904,-0.76934585,-1.604807,3.559381154,203.9375178,-8.56817874,-3.21916401,13.21356627,757.0815798,-,6.86E-13,-5.56E-14,-1.18E-12,2.15E-12,-,0.90173372,-0.43229192,-1.5386917,-3.209614,-,6504.176356,-4845.396116,-,0.709636867,-,-1.709636292,1.709636867,-1.709636292,5.75E-07,,
6.07,-,0.44273694,-0.23234458,0.483283536,27.69010692,-0.85743213,-1.63385293,3.690347012,211.4413087,-9.0442255,-2.58042358,12.97530246,743.4300686,-,6.33E-13,-3.63E-14,-1.06E-12,2.57E-12,-,0.88547388,-0.46468916,-1.71486426,-3.26770587,-,6908.378446,-5314.080234,-,0.837762109,-,-1.837761533,1.837762109,-1.837761533,5.75E-07,,
6.08,-,0.43370287,-0.24880077,0.520831472,29.84144516,-0.95012009,-1.65622402,3.818798866,218.8010578,-9.48717872,-1.8842805,12.71054078,728.260342,-,6.59E-13,-1.01E-14,-6.56E-13,2.48E-12,-,0.86740574,-0.49760153,-1.90024017,-3.31244805,-,7292.206945,-5829.085902,-,0.967924584,-,-1.967924009,1.967924584,-1.967924009,5.75E-07,,
6.09,-,0.42372043,-0.26544491,0.55965023,32.06559616,-1.0470382,-1.67135046,3.944465167,226.0012065,-9.88887461,-1.13174821,12.41798508,711.4981352,-,7.18E-13,9.44E-15,-2.44E-13,2.25E-12,-,0.84744085,-0.53088982,-2.09407641,-3.34270092,-,7649.352674,-6390.374365,-,0.099573738,-,-2.099573162,2.099573738,-2.099573162,5.75E-07,,
6.1,-,0.41274951,-0.28220178,0.599710545,34.36088313,-1.14773212,-1.67867784,4.067061988,233.0254869,-10.24092937,-0.32491034,12.09646015,693.0761138,-,8.84E-13,-3.18E-14,8.14E-14,6.18E-13,-,0.82549902,-0.56440355,-2.29546423,-3.35735568,-,7973.233324,-6997.128495,-,0.23211448,-,-2.232113904,2.23211448,-2.232113904,5.75E-07,,
6.11,-,0.40075498,-0.29899071,0.640980256,36.72546339,-1.25166311,-1.67767833,4.186294355,239.8569983,-10.53488212,0.53298844,11.7449363,672.9352807,-,1.01E-12,-1.14E-13,-2.41E-13,-1.31E-12,-,0.80150997,-0.59798141,-2.50332621,-3.35535666,-,8257.089156,-7647.668307,-,0.364908844,-,-2.364908269,2.364908844,-2.364908269,5.75E-07,,
6.12,-,0.38770752,-0.31572595,0.683424203,39.15732244,-1.35820815,-1.66786265,4.301857831,246.4782978,-10.76236118,1.43747064,11.36255408,651.0263933,-,1.01E-12,-1.67E-13,-9.72E-13,-2.41E-12,-,0.77541505,-0.6314519,-2.7164163,-3.3357253,-,8494.098311,-8339.377663,-,0.497278559,-,-2.497277984,2.497278559,-2.497277984,5.75E-07,,
6.13,-,0.37358445,-0.3323171,0.727004143,41.65426908,-1.46666171,-1.64879268,4.413440335,252.8715044,-10.91527141,2.38277902,10.9486488,627.3113676,-,7.74E-13,7.13E-14,6.90E-13,1.59E-12,-,0.7471689,-0.66463421,-2.93332343,-3.29758537,-,8677.510857,-9068.646457,-,0.628508592,-,-2.628508016,2.628508592,-2.628508016,5.75E-07,,
6.14,-,0.35837053,-0.3486697,0.771678681,44.21393157,-1.57623956,-1.62009435,4.520724215,259.0184179,-10.98599891,3.36185953,10.50277418,601.7646339,-,9.19E-13,-4.71E-14,1.94E-13,2.08E-13,-,0.71674107,-0.6973394,-3.15247911,-3.24018871,-,8800.799797,-9830.832708,-,0.757851702,-,-2.757851127,2.757851702,-2.757851127,5.75E-07,,
6.15,-,0.34205876,-0.3646859,0.817403229,46.83375517,-1.6860846,-1.58147056,4.62338854,264.9006504,-10.96762856,4.36637931,10.02472465,574.374413,-,9.98E-13,-2.34E-13,-2.28E-12,-2.06E-12,-,0.68411752,-0.72937179,-3.37216919,-3.16294112,-,8857.826192,-10620.24886,-,0.884534022,-,-2.884533447,2.884534022,-2.884533447,5.75E-07,,
6.16,-,0.32465102,-0.38026532,0.864129981,49.51100086,-1.79527503,-1.53271369,4.721111612,270.49977,-10.85416794,5.38678367,9.514555489,545.1438735,-,8.30E-13,1.13E-13,1.26E-12,1.12E-12,-,0.64930204,-0.76053065,-3.59055007,-3.06542739,-,8843.014491,-11430.17626,-,0.007761644,-,-3.007761069,3.007761644,-3.007761069,5.75E-07,,
6.17,-,0.30615869,-0.39530603,0.911807924,52.24274576,-1.90283468,-1.47371742,4.813573665,275.7974554,-10.64077038,6.4123953,8.972600419,514.0921353,-,9.21E-13,-5.63E-14,1.58E-13,8.64E-14,-,0.61231738,-0.79061205,-3.80566936,-2.94743484,-,8751.5331,-12252.91115,-,0.126728168,-,-3.126727593,3.126728168,-3.126727593,5.75E-07,,
6.18,-,0.28660315,-0.40970554,0.960382867,55.02588498,-2.00774552,-1.4044872,4.900459721,280.7756597,-10.32394881,7.43155698,8.399485694,481.2550804,-,9.21E-13,-2.43E-13,-3.23E-12,-8.16E-13,-,0.5732063,-0.81941109,-4.01549104,-2.8089744,-,8579.474236,-13079.84456,-,0.240623142,-,-3.240622567,3.240623142,-3.240622567,5.75E-07,,
6.19,-,0.26601609,-0.42336206,1.009797506,57.85713527,-2.10896228,-1.32514922,4.981462575,285.4167814,-9.90177129,8.43181788,7.796140299,446.6859356,-,9.00E-13,1.75E-13,2.28E-12,5.23E-13,-,0.53203219,-0.84672413,-4.21792456,-2.65029844,-,8324.026335,-13901.57749,-,0.348641268,-,-3.348640693,3.348641268,-3.348640693,5.75E-07,,
6.2,-,0.24443974,-0.43617567,1.059991518,60.73304031,-2.20542886,-1.2359572,5.056285848,289.7038391,-9.37402883,9.40016092,7.163801562,410.4555948,-,9.06E-13,-9.70E-14,-5.25E-13,8.28E-14,-,0.48887948,-0.87235134,-4.41085771,-2.4719144,-,7983.631694,-14708.07102,-,0.449992234,-,-3.449991658,3.449992234,-3.449991658,5.75E-07,,
6.21,-,0.22192685,-0.44804963,1.110901681,63.64997779,-2.29609624,-1.13729679,5.124647082,293.6206493,-8.74236653,10.32326717,6.504015739,372.6526517,-,8.96E-13,-4.22E-14,-9.49E-13,3.75E-13,-,0.4438537,-0.89609926,-4.59219248,-2.27459358,-,7558.121828,-15488.82974,-,0.543910994,-,-3.543910418,3.543910994,-3.543910418,5.75E-07,,
6.22,-,0.19854056,-0.45889176,1.162462033,66.60416831,-2.37994152,-1.0296871,5.186280808,297.1520017,-8.01036926,11.18781032,5.818633169,333.3831231,-,9.09E-13,-5.02E-14,1.52E-13,3.05E-14,-,0.39708112,-0.91778352,-4.75988304,-2.0593742,-,7048.823129,-16233.11478,-,0.629668284,-,-3.629667709,3.629668284,-3.629667709,5.75E-07,,
6.23,-,0.17435403,-0.4686157,1.214604052,69.59168593,-2.45598749,-0.91377925,5.240941539,300.2838308,-7.1835951,11.98077302,5.109797761,292.7698459,-,9.72E-13,7.01E-14,1.23E-12,-4.90E-13,-,0.34870805,-0.9372314,-4.91197497,-1.82755851,-,6458.626042,-16930.18139,-,0.706581142,-,-3.706580567,3.706581142,-3.706580567,5.75E-07,,
6.24,-,0.14944986,-0.47714226,1.267256875,72.6084705,-2.52332231,-0.79035162,5.288406629,303.0033802,-6.2695508,12.68977442,4.379930709,250.9515442,-,8.95E-13,-4.93E-14,-5.21E-13,6.00E-13,-,0.29889972,-0.95428453,-5.04664462,-1.58070324,-,5792.011939,-17569.53388,-,0.77402318,-,-3.774022604,3.77402318,-3.774022604,5.75E-07,,
6.25,-,0.12391939,-0.48440065,1.320347538,75.65034144,-2.58111864,-0.66030184,5.328478944,305.2993547,-5.27760638,13.30339725,3.631708515,208.0815704,-,9.11E-13,-3.46E-14,-1.37E-13,3.60E-13,-,0.24783877,-0.96880129,-5.16223729,-1.32060367,-,5055.033389,-18141.18978,-,0.831434356,-,-3.83143378,3.831434356,-3.83143378,5.75E-07,,
6.26,-,0.09786171,-0.49032957,1.373801244,78.71301316,-2.62865156,-0.52463558,5.360989275,307.1620595,-4.21884834,13.81150195,2.868035564,164.3263333,-,9.59E-13,-6.99E-15,5.50E-13,-5.83E-13,-,0.19572342,-0.98065914,-5.25730312,-1.04927115,-,4255.245284,-18635.94356,-,0.878329987,-,-3.878329411,3.878329987,-3.878329411,5.75E-07,,
6.27,-,0.0713826,-0.49487829,1.42754165,81.79211162,-2.66531475,-0.38445231,5.385798467,308.5835215,-3.10587381,14.20551485,2.092011679,119.8634399,-,8.75E-13,-5.31E-14,-1.81E-13,7.38E-13,-,0.1427652,-0.98975658,-5.3306295,-0.76890461,-,3401.586477,-19045.61983,-,0.914308745,-,-3.91430817,3.914308745,-3.91430817,5.75E-07,,
6.28,-,0.04459324,-0.49800747,1.481491181,84.88319207,-2.69063437,-0.24092834,5.402799187,309.557591,-1.95253103,14.47867848,1.306895273,74.87958339,-,8.86E-13,-4.47E-14,5.00E-15,5.07E-13,-,0.08918649,-0.99601495,-5.38126874,-0.48185667,-,2504.213825,-19363.30581,-,0.939059428,-,-3.939058853,3.939059428,-3.939058853,5.75E-07,,
6.29,-,0.01760884,-0.49968983,1.535571355,87.98175776,-2.70428005,-0.09529761,5.411917311,310.080021,-0.77361413,14.62625277,0.516062832,29.56822225,-,9.18E-13,-3.74E-14,1.44E-13,-7.80E-14,-,0.03521769,-0.99937966,-5.40856011,-0.19059522,-,1574.292934,-19583.55305,-,0.952366286,-,-3.952365711,3.952366286,-3.952365711,5.75E-07,,
6.3,-,-0.00945283,-0.49991064,1.589703115,91.08327918,-2.70607271,0.05116924,5.413112891,310.1485227,0.4154773,14.6456583,0.277034353,5.872899225,-,9.15E-13,-3.82E-14,1.33E-13,-2.71E-14,-,-0.01890566,-0.99982127,-5.41214542,0.10233848,-,623.7520613,-19702.53972,-,0.954112762,-,-3.954112187,3.954112762,-3.954112187,5.75E-07,,
6.31,-,-0.036473,-0.49866795,1.643807183,94.18321389,-2.69598875,0.19718694,5.40638068,309.7627954,1.59910145,14.53655493,0.068915235,1.24433164,-,8.97E-13,-3.41E-14,2.05E-13,3.31E-13,-,-0.07294601,-0.99733589,-5.39197749,0.39437389,-,-334.9923605,-19718.18608,-,0.944283531,-,-3.944282956,3.944283531,-3.944282956,5.75E-07,,
6.32,-,-0.06333344,-0.49597266,1.697804397,97.27702641,-2.67416066,0.3414781,5.391750198,308.9245305,2.76174676,14.30085216,0.856114756,6.347541832,-,9.34E-13,-4.39E-14,9.09E-14,-7.51E-14,-,-0.12666688,-0.99194531,-5.34832133,0.68295619,-,-1289.32861,-19630.21786,-,0.922964763,-,-3.922964188,3.922964763,-3.922964188,5.75E-07,,
6.33,-,-0.08991801,-0.4918483,1.751616068,100.360208,-2.64087388,0.48279543,5.369285347,307.6373894,3.88839944,13.94265088,0.63522922,50.98751236,-,8.95E-13,-2.39E-14,4.70E-13,6.12E-13,-,-0.17983601,-0.9836966,-5.28174776,0.96559086,-,-2226.749978,-19440.17468,-,0.89034262,-,-3.890342044,3.89034262,-3.890342044,5.75E-07,,
6.34,-,-0.11611415,-0.48633065,1.805164311,103.4282963,-2.59656001,0.61994314,5.339083575,305.9069553,4.96489208,13.46811905,0.402960206,94.97525767,-,9.39E-13,-4.97E-14,-7.64E-14,-2.31E-13,-,-0.23222829,-0.97266131,-5.19312001,1.23988627,-,-3135.151083,-19151.36301,-,0.846700018,-,-3.846699443,3.846700018,-3.846699443,5.75E-07,,
6.35,-,-0.14181433,-0.4794671,1.858372379,106.4768941,-2.54178675,0.75179669,5.301274614,303.7406614,5.97822078,12.88530709,0.156156015,38.13019866,-,8.96E-13,-5.34E-15,6.12E-13,4.35E-13,-,-0.28362865,-0.95893419,-5.08357349,1.50359338,-,-4003.109002,-18768.75598,-,0.792411765,-,-3.792411189,3.792411765,-3.792411189,5.75E-07,,
6.36,-,-0.16691731,-0.47131583,1.911164977,109.5016872,-2.47724488,0.87732051,5.256018819,301.1476954,6.91681934,12.2039113,0.891849708,80.28234231,-,9.03E-13,1.71E-16,6.55E-13,3.49E-13,-,-0.33383462,-0.94263166,-4.95448975,1.75464103,-,-4820.13889,-18298.84449,-,0.727938202,-,-3.727937627,3.727938202,-3.727937627,5.75E-07,,
6.37,-,-0.19132931,-0.4619449,1.96346856,112.4984617,-2.40373268,0.99558307,5.203505149,298.1388837,7.77078202,11.43499588,0.607292955,21.27422081,-,9.60E-13,-9.13E-14,-6.67E-13,-2.81E-13,-,-0.38265863,-0.92388981,-4.80746537,1.99116614,-,-5576.915128,-17749.44653,-,0.653817559,-,-3.653816984,3.653817559,-3.653816984,5.75E-07,,
6.38,-,-0.21496501,-0.45143111,2.015211602,115.4631196,-2.3221385,1.10576903,5.143948828,294.7265579,8.53202852,10.59068527,0.299985018,60.96255254,-,9.28E-13,-3.88E-14,9.99E-13,4.01E-13,-,-0.42993003,-0.90286221,-4.64427701,2.21153806,-,-6265.450882,-17129.48295,-,0.570657221,-,-3.570656646,3.570657221,-3.570656646,5.75E-07,,
6.39,-,-0.23774834,-0.43985876,2.066324855,118.3916933,-2.23342189,1.20718828,5.07758875,290.9244055,9.19440792,9.68383963,0.967696415,99.21959748,-,9.37E-13,-2.32E-14,1.21E-13,5.43E-14,-,-0.47549667,-0.87971752,-4.46684378,2.41437656,-,-6879.231128,-16448.7295,-,0.479124157,-,-3.479123582,3.479124157,-3.479123582,5.75E-07,,
6.4,-,-0.25961308,-0.42731844,2.116741562,121.2803578,-2.13859405,1.29928159,5.004684669,286.7473093,9.75374142,8.72772615,0.608486927,35.9341894,-,9.25E-13,8.90E-14,2.84E-12,-2.96E-15,-,-0.51922616,-0.85463688,-4.2771881,2.59856318,-,-7413.296507,-15717.55511,-,0.379934774,-,-3.379934199,3.379934774,-3.379934199,5.75E-07,,
6.41,-,-0.28050332,-0.41390565,2.166397659,124.1254426,-2.03869817,1.38162311,4.925514244,282.2111781,10.20780587,7.7356982,0.220717858,71.01243781,-,9.25E-13,-2.27E-13,-1.96E-12,7.26E-13,-,-0.56100665,-0.8278113,-4.07739634,2.76324622,-,-7864.277702,-14946.65689,-,0.273844443,-,-3.273843867,3.273844443,-3.273843867,5.75E-07,,
6.42,-,-0.30037367,-0.39971948,2.215231933,126.9234404,-1.93479015,1.45391968,4.840369981,277.3327712,10.55626315,6.72089319,0.80305856,4.378102278,-,9.76E-13,9.98E-14,1.85E-12,-6.41E-13,-,-0.60074734,-0.79943895,-3.86958031,2.90783937,-,-8230.382231,-14146.80143,-,0.161636953,-,-3.161636378,3.161636953,-3.161636378,5.75E-07,,
6.43,-,-0.31918926,-0.3848613,2.263186159,129.6710151,-1.82792035,1.51600729,4.749556146,272.1295217,10.80054193,5.69595843,0.354487458,35.97265084,-,9.40E-13,-1.45E-14,1.25E-12,-3.27E-13,-,-0.63837851,-0.7697226,-3.65584069,3.03201458,-,-8511.337479,-13328.58122,-,0.044114146,-,-3.044113571,3.044114146,-3.044113571,5.75E-07,,
6.44,-,-0.33692563,-0.36943351,2.3102052,132.3650077,-1.71911661,1.56784492,4.653385693,266.6193606,10.94367994,4.67281194,0.874287899,65.75502233,-,8.94E-13,-1.47E-13,-9.47E-13,1.18E-12,-,-0.67385126,-0.73886702,-3.43823322,3.13568984,-,-8708.295353,-12502.19355,-,0.922085921,-,-2.922085346,2.922085921,-2.922085346,5.75E-07,,
6.45,-,-0.35356845,-0.35353833,2.356237079,135.0024401,-1.60936916,1.60950624,4.55217725,260.820544,10.9901358,3.66244351,0.362039298,93.70111891,-,1.05E-12,1.14E-13,1.72E-12,-1.70E-12,-,-0.7071369,-0.70707667,-3.21873831,3.21901249,-,-8823.705124,-11677.24774,-,0.796360825,-,-2.796360249,2.796360825,-2.796360249,5.75E-07,,
6.46,-,-0.36911301,-0.33727672,2.401233023,137.5805178,-1.49961738,1.64116953,4.446252225,254.7514871,10.94557975,2.6747587,0.817604117,19.80306037,-,9.20E-13,-4.46E-14,5.90E-13,-1.13E-13,-,-0.73822602,-0.67455344,-2.99923475,3.28233907,-,-8861.161703,-10862.60467,-,0.667737369,-,-2.667736794,2.667737369,-2.667736794,5.75E-07,,
6.47,-,-0.38356371,-0.32074737,2.445147473,140.0966305,-1.39073882,1.6631062,4.335932054,248.4306069,10.81667241,1.71846661,1.241111309,44.06823505,-,8.67E-13,-1.12E-13,-2.98E-13,1.52E-12,-,-0.76712743,-0.64149475,-2.78147763,3.3262124,-,-8825.236904,-10066.25101,-,0.536996203,-,-2.536995628,2.536996203,-2.536995628,5.75E-07,,
6.48,-,-0.39693339,-0.30404585,2.487938077,142.5483515,-1.2835404,1.67566846,4.221535629,241.8761746,10.61084033,0.80101045,1.632936846,66.51818461,-,1.05E-12,3.72E-14,5.55E-13,-1.22E-12,-,-0.79386679,-0.60809171,-2.56708081,3.35133693,-,-8721.301086,-9295.208784,-,0.404893228,-,-2.404892652,2.404893228,-2.404892652,5.75E-07,,
6.49,-,-0.40924256,-0.28726386,2.529565646,144.9334355,-1.17875189,1.6792765,4.10337694,235.1061804,10.33605583,-0.07146186,1.99368201,87.18736002,-,1.09E-12,6.43E-14,6.43E-13,-2.50E-12,-,-0.81848513,-0.57452772,-2.35750378,3.358553,-,-8555.342143,-8555.479305,-,0.272153713,-,-2.272153138,2.272153713,-2.272153138,5.75E-07,,
6.5,-,-0.42051863,-0.27048859,2.569994099,147.2498152,-1.07702145,1.67440551,3.981762933,228.1382111,10.0006278,-0.89409068,2.324150083,6.121785826,-,8.58E-13,-4.58E-14,4.80E-13,5.66E-13,-,-0.84103727,-0.54097718,-2.1540429,3.34881102,-,-8333.788016,-7852.019554,-,0.139467432,-,-2.139466857,2.139467432,-2.139466857,5.75E-07,,
6.51,-,-0.43079508,-0.25380229,2.609190381,149.4955968,-0.9789133,1.661573,3.85699161,220.9893408,9.61300874,-1.66326619,2.625322036,23.37766767,-,7.53E-13,-7.26E-14,7.91E-13,2.20E-12,-,-0.86159015,-0.50760458,-1.9578266,3.32314599,-,-8063.338034,-7188.747767,-,0.007484818,-,-2.007484243,2.007484818,-2.007484243,5.75E-07,,
6.52,-,-0.44011058,-0.23728185,2.647124366,151.669054,-0.88490715,1.64132657,3.72935038,213.6760371,9.18162186,-2.37656353,2.898331808,39.01997537,-,7.63E-13,-5.29E-14,1.05E-12,2.20E-12,-,-0.88022117,-0.47456369,-1.76981429,3.28265314,-,-7750.807305,-6568.574485,-,0.8768141,-,-1.876813525,1.8768141,-1.876813525,5.75E-07,,
6.53,-,-0.44850822,-0.22099858,2.683768742,153.7686221,-0.79539924,1.61423252,3.599114651,206.2140795,8.71471089,-3.0326571,3.14444165,53.12103061,-,7.42E-13,-2.95E-14,1.42E-12,2.24E-12,-,-0.89701645,-0.44199717,-1.59079848,3.22846503,-,-7402.987319,-5993.454837,-,0.748019384,-,-1.748018809,1.748019384,-1.748018809,5.75E-07,,
6.54,-,-0.45603462,-0.20501811,2.719098886,155.7928903,-0.71070484,1.5808653,3.466546668,198.6184935,8.22021402,-3.63121944,3.365017999,65.75912448,-,6.95E-13,1.03E-14,1.83E-12,2.16E-12,-,-0.91206924,-0.41003621,-1.42140967,3.16173059,-,-7026.524856,-5464.457623,-,0.621619595,-,-1.62161902,1.621619595,-1.62161902,5.75E-07,,
6.55,-,-0.46273917,-0.18940028,2.75309273,157.740594,-0.63106176,1.54179812,3.331894585,190.9034975,7.70566222,-4.17280975,3.561508239,77.01718591,-,8.91E-13,2.91E-14,2.30E-13,-3.88E-13,-,-0.92547833,-0.37880055,-1.26212351,3.08359624,-,-6627.820341,-4981.84687,-,0.498088212,-,-1.498087636,1.498088212,-1.498087636,5.75E-07,,
6.56,-,-0.46867325,-0.17419926,2.785730611,159.6106068,-0.55663489,1.49759465,3.195391773,183.0824625,7.17810144,-4.65875675,3.735418645,86.98151822,-,1.25E-12,-7.26E-14,-2.88E-12,-3.05E-12,-,-0.9373465,-0.34839853,-1.11326979,2.9951893,-,-6212.945879,-4545.171709,-,0.3778537,-,-1.377853125,1.3778537,-1.377853125,5.75E-07,,
6.57,-,-0.47388958,-0.15946368,2.816995125,161.4019316,-0.48752134,1.44880192,3.057256332,175.1678847,6.64403727,-5.09104,3.888293753,95.7406167,-,9.87E-13,-3.63E-14,3.85E-13,8.46E-14,-,-0.94777916,-0.31892736,-0.97504268,2.89760385,-,-5787.582497,-4153.360814,-,0.261300557,-,-1.261299982,1.261300557,-1.261299982,5.75E-07,,
6.58,-,-0.47844151,-0.14523677,2.846870972,163.1136915,-0.42375599,1.3959444,2.917690804,167.171369,6.10940018,-5.47217309,4.021697297,3.384076751,-,7.21E-13,1.31E-13,2.53E-12,1.09E-12,-,-0.95688302,-0.29047354,-0.84751199,2.7918888,-,-5356.975531,-3804.8181,-,0.14877087,-,-1.148770294,1.14877087,-1.148770294,5.75E-07,,
6.59,-,-0.48238246,-0.13155668,2.875344799,164.7451216,-0.36531739,1.33951921,2.776882071,159.1036229,5.57952929,-5.80509156,4.137194836,10.00159825,-,1.10E-12,-6.84E-14,-2.04E-12,-1.08E-12,-,-0.96476492,-0.26311336,-0.73063477,2.67903842,-,-4925.906639,-3497.516899,-,0.040566294,-,-1.040565719,1.040566294,-1.040565719,5.75E-07,,
6.6,-,-0.48576538,-0.11845672,2.902405042,166.2955594,-0.31213363,1.27999247,2.635001418,150.9744603,5.05917191,-6.09304764,4.236338103,15.68208905,-,1.10E-12,-1.14E-13,-1.53E-12,-5.24E-13,-,-0.97153076,-0.23691344,-0.62426726,2.55998493,-,-4498.680651,-3229.090334,-,0.936950372,-,-0.936949796,0.936950372,-0.936949796,5.75E-07,,
6.61,-,-0.48864227,-0.10596572,2.928041775,167.764436,-0.26408828,1.21779657,2.492204739,142.7928132,4.55249655,-6.33951336,4.320651095,20.51286763,-,1.01E-12,-5.74E-14,5.29E-14,-5.21E-14,-,-0.97728453,-0.21193145,-0.52817656,2.43559315,-,-4079.125244,-2996.91619,-,0.838151094,-,-0.838150519,0.838151094,-0.838150519,5.75E-07,,
6.62,-,-0.49106376,-0.09410836,2.952246555,169.1512677,-0.22102599,1.15332849,2.348632878,134.5667515,4.06311678,-6.54809307,4.391617843,24.57896279,-,1.00E-12,-4.75E-14,2.82E-13,-2.02E-14,-,-0.98212752,-0.18821672,-0.44205198,2.30665698,-,-3670.601418,-2798.195021,-,0.744363645,-,-0.744363069,0.744363645,-0.744363069,5.75E-07,,
6.63,-,-0.49307877,-0.08290552,2.975012271,170.4556471,-0.18275793,1.0869488,2.204412084,126.3035087,3.59412356,-6.7224457,4.45067182,27.96250643,-,1.01E-12,-6.01E-14,6.28E-14,2.96E-15,-,-0.98615754,-0.16581104,-0.36551587,2.1738976,-,-3276.022737,-2630.020713,-,0.655753244,-,-0.655752668,0.655753244,-0.655752668,5.75E-07,,
6.64,-,-0.49473418,-0.07237467,2.996333009,171.6772354,-0.14906682,1.01898151,2.059654564,118.0095138,3.14812381,-6.86621713,4.499186869,30.74221398,-,1.04E-12,-9.19E-14,-5.32E-13,1.66E-13,-,-0.98946836,-0.14474935,-0.29813365,2.03796301,-,-2897.881391,-2489.443112,-,0.572458039,-,-0.572457463,0.572458039,-0.572457463,5.75E-07,,
6.65,-,-0.49607456,-0.06253022,3.016203904,172.8157539,-0.11971155,0.94971447,1.914459113,109.6904272,2.72728322,-6.98298206,4.538469555,32.99294607,-,1.01E-12,-5.30E-14,-2.10E-13,1.48E-13,-,-0.99214913,-0.12506044,-0.2394231,1.89942893,-,-2538.279296,-2373.522629,-,0.494591983,-,-0.494591408,0.494591983,-0.494591408,5.75E-07,,
6.66,-,-0.49714199,-0.05338387,3.034621019,173.8709768,-0.09443136,0.87940035,1.768911829,101.3511821,2.33337147,-7.07619522,4.569752804,34.78534419,-,9.82E-13,1.66E-14,7.54E-13,-2.72E-13,-,-0.99428399,-0.10676774,-0.18886272,1.75880071,-,-2198.9626,-2279.377032,-,0.422247662,-,-0.422247087,0.422247662,-0.422247087,5.75E-07,,
6.67,-,-0.49797585,-0.04494497,3.051581216,174.8427245,-0.07294959,0.80825807,1.623086866,92.9960272,1.96780851,-7.14915104,4.594190708,36.18553295,-,1.01E-12,-5.44E-14,2.12E-13,4.08E-14,-,-0.9959517,-0.08988994,-0.14589918,1.61651613,-,-1881.358184,-2204.220828,-,0.35549902,-,-0.355498445,0.35549902,-0.355498445,5.75E-07,,
